scheme_code,nav_date,nav_value
147210,2022-01-05,22.1226
129876,2022-01-05,41.0705
153456,2022-01-05,53.0812
131234,2022-01-05,20.109
154321,2022-01-05,20.4462
125497,2022-01-06,77.6185
119418,2022-01-06,16.8082
148540,2022-01-06,15.934
135773,2022-01-06,38.4649
142517,2022-01-06,580.6185
118834,2022-01-06,49.0056
122639,2022-01-06,54.0497
133322,2022-01-06,18.2483
147839,2022-01-06,34.2758
151234,2022-01-06,49.8029
138291,2022-01-06,17.2461
145672,2022-01-06,24.0231
116543,2022-01-06,39.2029
139847,2022-01-06,69.7031
120987,2022-01-06,43.1091
143256,2022-01-06,13.1114
137654,2022-01-06,63.9188
149012,2022-01-06,664.612
124567,2022-01-06,55.68
132198,2022-01-06,90.4721
146783,2022-01-06,28.3321
141234,2022-01-06,29.377
115678,2022-01-06,65.1565
150345,2022-01-06,44.4602
127890,2022-01-06,41.9761
134567,2022-01-06,23.124
121098,2022-01-06,12.4808
144321,2022-01-06,45.0331
136789,2022-01-06,26.8963
152167,2022-01-06,15.0902
118765,2022-01-06,75.0751
140987,2022-01-06,1377.8206
123456,2022-01-06,53.0274
138543,2022-01-06,77.4519
147210,2022-01-06,22.0119
153456,2022-01-06,53.8114
131234,2022-01-06,19.6439
154321,2022-01-06,20.6787
125497,2022-01-07,77.0614
119418,2022-01-07,16.8879
148540,2022-01-07,16.0093
135773,2022-01-07,38.177
142517,2022-01-07,580.3826
118834,2022-01-07,48.8939
122639,2022-01-07,53.9994
147839,2022-01-07,34.3115
151234,2022-01-07,50.4545
128472,2022-01-07,25.8225
138291,2022-01-07,17.4947
145672,2022-01-07,23.7706
139847,2022-01-07,69.7536
120987,2022-01-07,41.961
143256,2022-01-07,13.4493
137654,2022-01-07,65.9766
149012,2022-01-07,664.7515
124567,2022-01-07,56.1349
132198,2022-01-07,89.976
146783,2022-01-07,27.6149
141234,2022-01-07,29.7714
115678,2022-01-07,64.5733
150345,2022-01-07,45.0346
127890,2022-01-07,41.1266
134567,2022-01-07,22.8749
121098,2022-01-07,12.5024
144321,2022-01-07,45.1252
136789,2022-01-07,26.3981
152167,2022-01-07,15.3445
118765,2022-01-07,75.5311
140987,2022-01-07,1377.368
123456,2022-01-07,53.0197
138543,2022-01-07,77.4523
147210,2022-01-07,21.9457
129876,2022-01-07,40.6358
153456,2022-01-07,54.0471
131234,2022-01-07,19.1344
154321,2022-01-07,20.3878
125497,2022-01-10,77.0341
119418,2022-01-10,16.9215
148540,2022-01-10,16.5516
135773,2022-01-10,37.15
142517,2022-01-10,579.7424
118834,2022-01-10,48.8374
122639,2022-01-10,53.9728
133322,2022-01-10,18.1686
147839,2022-01-10,34.1281
151234,2022-01-10,50.6733
128472,2022-01-10,25.7538
138291,2022-01-10,17.453
145672,2022-01-10,24.2914
116543,2022-01-10,39.3479
139847,2022-01-10,70.5722
120987,2022-01-10,42.1982
143256,2022-01-10,13.4818
137654,2022-01-10,65.1232
124567,2022-01-10,56.2501
132198,2022-01-10,90.3461
146783,2022-01-10,27.6286
141234,2022-01-10,29.4429
115678,2022-01-10,63.6416
150345,2022-01-10,45.5798
127890,2022-01-10,41.2128
134567,2022-01-10,22.6695
121098,2022-01-10,12.4743
144321,2022-01-10,45.5179
136789,2022-01-10,26.9213
152167,2022-01-10,15.7266
140987,2022-01-10,1376.8572
123456,2022-01-10,53.3361
138543,2022-01-10,77.4565
147210,2022-01-10,21.8715
129876,2022-01-10,41.3331
153456,2022-01-10,54.6907
131234,2022-01-10,19.9441
154321,2022-01-10,21.1691
125497,2022-01-11,76.2794
119418,2022-01-11,17.0483
148540,2022-01-11,16.9629
135773,2022-01-11,36.3923
142517,2022-01-11,579.1412
118834,2022-01-11,48.5808
122639,2022-01-11,53.9374
133322,2022-01-11,17.7087
147839,2022-01-11,33.6913
151234,2022-01-11,50.5515
128472,2022-01-11,25.6557
138291,2022-01-11,18.1087
145672,2022-01-11,24.5089
116543,2022-01-11,39.1684
139847,2022-01-11,70.4665
120987,2022-01-11,42.3443
143256,2022-01-11,13.619
137654,2022-01-11,66.7531
124567,2022-01-11,56.1001
132198,2022-01-11,90.8774
146783,2022-01-11,27.8683
141234,2022-01-11,29.2749
115678,2022-01-11,62.7405
150345,2022-01-11,46.1498
127890,2022-01-11,41.5475
134567,2022-01-11,22.3497
121098,2022-01-11,12.4113
144321,2022-01-11,45.5327
136789,2022-01-11,26.5569
152167,2022-01-11,15.7392
118765,2022-01-11,73.6744
140987,2022-01-11,1374.858
123456,2022-01-11,53.2766
138543,2022-01-11,76.9923
147210,2022-01-11,21.9173
129876,2022-01-11,41.3109
153456,2022-01-11,54.9945
131234,2022-01-11,19.987
154321,2022-01-11,21.2452
125497,2022-01-12,77.4722
119418,2022-01-12,17.0063
148540,2022-01-12,17.2719
135773,2022-01-12,35.9823
142517,2022-01-12,578.6444
118834,2022-01-12,48.6402
122639,2022-01-12,54.1882
133322,2022-01-12,17.6446
147839,2022-01-12,34.2206
151234,2022-01-12,50.9335
128472,2022-01-12,25.2706
138291,2022-01-12,18.0088
145672,2022-01-12,24.5716
116543,2022-01-12,38.6554
139847,2022-01-12,69.5927
120987,2022-01-12,42.2733
143256,2022-01-12,13.8865
137654,2022-01-12,66.7499
149012,2022-01-12,664.8845
124567,2022-01-12,55.5787
132198,2022-01-12,90.8004
146783,2022-01-12,27.7444
141234,2022-01-12,29.6769
115678,2022-01-12,62.7908
150345,2022-01-12,46.35
127890,2022-01-12,42.8051
134567,2022-01-12,22.0737
121098,2022-01-12,12.1573
144321,2022-01-12,44.8861
136789,2022-01-12,25.7385
152167,2022-01-12,15.2993
118765,2022-01-12,71.9214
140987,2022-01-12,1375.7271
123456,2022-01-12,53.4557
138543,2022-01-12,76.985
147210,2022-01-12,22.0379
129876,2022-01-12,41.8823
153456,2022-01-12,54.7763
131234,2022-01-12,20.4129
154321,2022-01-12,21.3665
125497,2022-01-13,79.5147
119418,2022-01-13,17.3975
148540,2022-01-13,18.7132
135773,2022-01-13,35.4037
142517,2022-01-13,579.7015
118834,2022-01-13,48.7415
122639,2022-01-13,54.3285
133322,2022-01-13,17.5972
147839,2022-01-13,34.0617
151234,2022-01-13,50.9768
128472,2022-01-13,24.8082
138291,2022-01-13,17.429
145672,2022-01-13,24.3775
116543,2022-01-13,39.5795
139847,2022-01-13,68.9377
120987,2022-01-13,42.4718
143256,2022-01-13,13.5963
137654,2022-01-13,67.4329
149012,2022-01-13,664.3554
124567,2022-01-13,55.5402
132198,2022-01-13,90.8573
146783,2022-01-13,27.3698
141234,2022-01-13,28.9172
115678,2022-01-13,62.3467
150345,2022-01-13,48.1847
127890,2022-01-13,44.3468
134567,2022-01-13,22.3172
121098,2022-01-13,12.2924
144321,2022-01-13,46.1017
136789,2022-01-13,25.7149
152167,2022-01-13,15.5082
118765,2022-01-13,70.943
140987,2022-01-13,1375.6195
123456,2022-01-13,53.8784
138543,2022-01-13,76.7285
147210,2022-01-13,21.9803
129876,2022-01-13,42.6364
153456,2022-01-13,53.9815
131234,2022-01-13,19.6074
154321,2022-01-13,21.8639
125497,2022-01-14,79.3978
119418,2022-01-14,17.6409
148540,2022-01-14,18.497
135773,2022-01-14,35.4467
142517,2022-01-14,579.1298
118834,2022-01-14,48.6827
122639,2022-01-14,54.4765
133322,2022-01-14,17.8581
147839,2022-01-14,34.1017
151234,2022-01-14,50.842
128472,2022-01-14,25.01
138291,2022-01-14,17.1381
145672,2022-01-14,24.8191
116543,2022-01-14,39.5437
139847,2022-01-14,67.57
120987,2022-01-14,41.7693
143256,2022-01-14,13.2824
137654,2022-01-14,67.3108
149012,2022-01-14,664.2716
124567,2022-01-14,55.4561
132198,2022-01-14,90.5988
146783,2022-01-14,27.7405
141234,2022-01-14,29.3466
115678,2022-01-14,61.297
150345,2022-01-14,47.9007
127890,2022-01-14,42.9829
134567,2022-01-14,22.7626
121098,2022-01-14,12.3709
144321,2022-01-14,46.1174
136789,2022-01-14,25.2966
152167,2022-01-14,15.7794
118765,2022-01-14,70.2206
140987,2022-01-14,1378.2462
123456,2022-01-14,54.0095
138543,2022-01-14,76.9896
147210,2022-01-14,22.2056
129876,2022-01-14,42.7619
153456,2022-01-14,54.225
131234,2022-01-14,19.6711
154321,2022-01-14,22.7954
119418,2022-01-17,17.8717
148540,2022-01-17,19.0117
135773,2022-01-17,35.0373
142517,2022-01-17,578.8101
118834,2022-01-17,48.916
122639,2022-01-17,54.4981
133322,2022-01-17,18.2121
147839,2022-01-17,33.8227
151234,2022-01-17,50.9159
128472,2022-01-17,25.4455
138291,2022-01-17,17.1376
145672,2022-01-17,24.7628
116543,2022-01-17,40.0683
139847,2022-01-17,68.6656
120987,2022-01-17,42.0795
143256,2022-01-17,13.1764
137654,2022-01-17,69.0022
149012,2022-01-17,663.7997
124567,2022-01-17,55.2445
132198,2022-01-17,90.2613
146783,2022-01-17,27.3087
141234,2022-01-17,29.1807
115678,2022-01-17,60.8728
150345,2022-01-17,47.8882
127890,2022-01-17,42.6602
134567,2022-01-17,22.8604
121098,2022-01-17,12.4359
144321,2022-01-17,44.9436
136789,2022-01-17,25.1443
152167,2022-01-17,15.9736
118765,2022-01-17,69.2643
140987,2022-01-17,1378.1612
123456,2022-01-17,54.1218
138543,2022-01-17,77.6178
147210,2022-01-17,22.1247
129876,2022-01-17,43.6953
153456,2022-01-17,54.0374
131234,2022-01-17,20.1709
154321,2022-01-17,22.8582
125497,2022-01-18,78.8826
119418,2022-01-18,17.5512
135773,2022-01-18,35.2871
142517,2022-01-18,577.7345
118834,2022-01-18,48.772
122639,2022-01-18,54.7337
133322,2022-01-18,17.8643
147839,2022-01-18,34.4696
151234,2022-01-18,51.9887
128472,2022-01-18,26.3344
138291,2022-01-18,17.5397
145672,2022-01-18,24.4867
116543,2022-01-18,39.5084
139847,2022-01-18,68.6837
120987,2022-01-18,41.7236
143256,2022-01-18,12.892
137654,2022-01-18,69.1166
149012,2022-01-18,663.4388
124567,2022-01-18,55.4404
132198,2022-01-18,90.7431
146783,2022-01-18,27.5652
141234,2022-01-18,28.9756
115678,2022-01-18,61.4328
150345,2022-01-18,48.5311
127890,2022-01-18,41.9615
134567,2022-01-18,22.818
121098,2022-01-18,12.4273
144321,2022-01-18,45.4595
136789,2022-01-18,25.5334
152167,2022-01-18,16.0532
118765,2022-01-18,69.9649
123456,2022-01-18,54.5155
138543,2022-01-18,77.7495
147210,2022-01-18,22.2279
153456,2022-01-18,53.9546
131234,2022-01-18,20.2121
154321,2022-01-18,23.2573
125497,2022-01-19,78.8697
119418,2022-01-19,17.2225
148540,2022-01-19,19.3725
135773,2022-01-19,34.7282
142517,2022-01-19,578.012
118834,2022-01-19,48.772
122639,2022-01-19,54.5155
133322,2022-01-19,17.8466
147839,2022-01-19,34.0748
151234,2022-01-19,52.0962
128472,2022-01-19,26.5264
138291,2022-01-19,17.482
145672,2022-01-19,24.7737
116543,2022-01-19,39.6553
139847,2022-01-19,67.5123
120987,2022-01-19,43.6789
143256,2022-01-19,12.8014
137654,2022-01-19,68.893
149012,2022-01-19,662.9093
124567,2022-01-19,55.1542
132198,2022-01-19,90.53
146783,2022-01-19,27.6385
141234,2022-01-19,28.8587
115678,2022-01-19,61.6218
150345,2022-01-19,48.1718
127890,2022-01-19,42.3167
134567,2022-01-19,22.9084
121098,2022-01-19,12.3857
144321,2022-01-19,45.75
136789,2022-01-19,25.0717
152167,2022-01-19,15.9811
118765,2022-01-19,70.4527
140987,2022-01-19,1380.4948
123456,2022-01-19,54.0984
138543,2022-01-19,77.5468
147210,2022-01-19,22.1169
129876,2022-01-19,43.4777
153456,2022-01-19,53.6346
131234,2022-01-19,19.7646
154321,2022-01-19,23.8277
125497,2022-01-20,80.3605
119418,2022-01-20,16.6191
148540,2022-01-20,19.3285
135773,2022-01-20,34.6649
142517,2022-01-20,578.0877
118834,2022-01-20,48.9138
122639,2022-01-20,54.5243
133322,2022-01-20,17.8723
147839,2022-01-20,33.9116
151234,2022-01-20,52.3126
128472,2022-01-20,26.5359
138291,2022-01-20,17.2631
145672,2022-01-20,24.3841
116543,2022-01-20,40.1372
139847,2022-01-20,67.7821
120987,2022-01-20,43.8308
143256,2022-01-20,12.7097
137654,2022-01-20,68.2586
149012,2022-01-20,662.547
124567,2022-01-20,55.239
132198,2022-01-20,90.2989
146783,2022-01-20,27.7485
141234,2022-01-20,28.8235
115678,2022-01-20,61.4795
150345,2022-01-20,49.0206
127890,2022-01-20,42.3792
121098,2022-01-20,12.5023
144321,2022-01-20,46.0191
136789,2022-01-20,25.4421
152167,2022-01-20,16.314
118765,2022-01-20,68.9547
140987,2022-01-20,1381.03
123456,2022-01-20,54.1311
138543,2022-01-20,77.2179
147210,2022-01-20,21.9957
129876,2022-01-20,43.5841
153456,2022-01-20,53.747
131234,2022-01-20,19.2282
154321,2022-01-20,23.2663
125497,2022-01-21,80.8116
119418,2022-01-21,16.4679
148540,2022-01-21,19.0552
135773,2022-01-21,34.9439
142517,2022-01-21,578.5433
118834,2022-01-21,49.137
122639,2022-01-21,54.7141
133322,2022-01-21,17.7889
147839,2022-01-21,34.0506
151234,2022-01-21,51.9562
128472,2022-01-21,25.8369
138291,2022-01-21,16.9426
145672,2022-01-21,24.4623
116543,2022-01-21,39.6936
139847,2022-01-21,66.0699
120987,2022-01-21,44.3684
143256,2022-01-21,12.3248
137654,2022-01-21,66.96
149012,2022-01-21,663.3305
124567,2022-01-21,55.3605
132198,2022-01-21,90.7383
146783,2022-01-21,27.8765
141234,2022-01-21,29.4525
115678,2022-01-21,61.9631
150345,2022-01-21,49.8872
127890,2022-01-21,41.5311
134567,2022-01-21,22.3561
121098,2022-01-21,12.4344
144321,2022-01-21,46.3412
136789,2022-01-21,24.9124
152167,2022-01-21,16.4036
118765,2022-01-21,69.2832
140987,2022-01-21,1380.0953
123456,2022-01-21,54.4381
138543,2022-01-21,77.2535
147210,2022-01-21,22.2427
129876,2022-01-21,43.8843
153456,2022-01-21,54.259
131234,2022-01-21,18.968
154321,2022-01-21,23.7897
125497,2022-01-24,81.2556
119418,2022-01-24,16.5283
148540,2022-01-24,18.9717
135773,2022-01-24,34.2628
142517,2022-01-24,578.2764
118834,2022-01-24,49.3817
122639,2022-01-24,55.0679
133322,2022-01-24,17.7422
147839,2022-01-24,34.3964
151234,2022-01-24,51.8006
128472,2022-01-24,26.1526
138291,2022-01-24,16.5124
145672,2022-01-24,24.3023
116543,2022-01-24,39.2675
139847,2022-01-24,65.6233
120987,2022-01-24,44.9181
143256,2022-01-24,12.6321
137654,2022-01-24,66.6575
149012,2022-01-24,664.5953
124567,2022-01-24,55.5817
132198,2022-01-24,91.1583
146783,2022-01-24,27.3929
141234,2022-01-24,29.4893
115678,2022-01-24,61.6409
150345,2022-01-24,50.7602
127890,2022-01-24,40.3783
134567,2022-01-24,22.0529
121098,2022-01-24,12.4894
144321,2022-01-24,45.9413
136789,2022-01-24,25.0445
152167,2022-01-24,16.1148
118765,2022-01-24,69.1546
140987,2022-01-24,1381.0449
123456,2022-01-24,54.2804
138543,2022-01-24,77.0403
147210,2022-01-24,22.297
129876,2022-01-24,44.8593
153456,2022-01-24,54.0602
131234,2022-01-24,18.9813
154321,2022-01-24,24.4535
125497,2022-01-25,82.8118
119418,2022-01-25,16.8488
148540,2022-01-25,19.0162
135773,2022-01-25,33.9053
142517,2022-01-25,577.0997
118834,2022-01-25,49.5844
122639,2022-01-25,55.0599
133322,2022-01-25,17.7845
147839,2022-01-25,34.536
128472,2022-01-25,27.0779
138291,2022-01-25,16.2714
145672,2022-01-25,24.5139
116543,2022-01-25,39.5328
139847,2022-01-25,66.4547
143256,2022-01-25,12.8312
137654,2022-01-25,67.0468
149012,2022-01-25,664.6122
124567,2022-01-25,55.3344
132198,2022-01-25,91.1588
146783,2022-01-25,27.4879
141234,2022-01-25,29.3416
115678,2022-01-25,61.7654
150345,2022-01-25,52.0111
127890,2022-01-25,40.5017
134567,2022-01-25,21.6558
121098,2022-01-25,12.5699
144321,2022-01-25,45.8493
136789,2022-01-25,24.9189
152167,2022-01-25,15.7131
118765,2022-01-25,69.0153
140987,2022-01-25,1380.119
123456,2022-01-25,54.4576
138543,2022-01-25,77.0698
147210,2022-01-25,22.3485
129876,2022-01-25,44.8052
153456,2022-01-25,53.2609
131234,2022-01-25,18.9379
154321,2022-01-25,24.5922
125497,2022-01-26,83.6447
119418,2022-01-26,17.2799
148540,2022-01-26,18.5162
135773,2022-01-26,33.2904
142517,2022-01-26,576.751
118834,2022-01-26,49.6476
122639,2022-01-26,55.5769
133322,2022-01-26,17.9012
147839,2022-01-26,34.2514
151234,2022-01-26,53.5749
128472,2022-01-26,26.5093
138291,2022-01-26,16.7043
145672,2022-01-26,24.7809
116543,2022-01-26,39.8195
139847,2022-01-26,67.1165
120987,2022-01-26,45.4056
143256,2022-01-26,12.2015
137654,2022-01-26,67.1269
149012,2022-01-26,664.7064
124567,2022-01-26,55.2677
132198,2022-01-26,90.8873
146783,2022-01-26,27.4334
141234,2022-01-26,29.193
115678,2022-01-26,62.668
150345,2022-01-26,51.8653
127890,2022-01-26,40.7119
134567,2022-01-26,21.9312
121098,2022-01-26,12.575
144321,2022-01-26,46.5751
136789,2022-01-26,25.1968
152167,2022-01-26,15.3607
118765,2022-01-26,66.907
140987,2022-01-26,1380.4668
123456,2022-01-26,54.4225
138543,2022-01-26,76.8984
147210,2022-01-26,22.5231
129876,2022-01-26,44.2669
153456,2022-01-26,52.0039
131234,2022-01-26,18.5354
154321,2022-01-26,24.3524
125497,2022-01-27,83.696
119418,2022-01-27,17.4294
148540,2022-01-27,18.1362
135773,2022-01-27,33.704
142517,2022-01-27,575.0423
118834,2022-01-27,49.8879
122639,2022-01-27,55.4856
133322,2022-01-27,17.9152
147839,2022-01-27,34.6307
151234,2022-01-27,53.2268
128472,2022-01-27,26.7906
138291,2022-01-27,16.4861
145672,2022-01-27,24.0425
116543,2022-01-27,39.6197
139847,2022-01-27,68.1869
120987,2022-01-27,44.9854
143256,2022-01-27,12.3425
137654,2022-01-27,67.6088
149012,2022-01-27,665.6726
124567,2022-01-27,55.336
132198,2022-01-27,90.4495
146783,2022-01-27,27.3268
141234,2022-01-27,29.7686
115678,2022-01-27,62.7028
150345,2022-01-27,52.0821
127890,2022-01-27,40.4692
134567,2022-01-27,21.4742
121098,2022-01-27,12.64
144321,2022-01-27,46.754
136789,2022-01-27,24.6513
152167,2022-01-27,14.6973
118765,2022-01-27,67.7997
140987,2022-01-27,1381.2168
123456,2022-01-27,54.5514
138543,2022-01-27,76.5141
147210,2022-01-27,22.9755
129876,2022-01-27,44.2906
153456,2022-01-27,52.8474
131234,2022-01-27,18.3992
154321,2022-01-27,24.9096
125497,2022-01-28,84.2888
119418,2022-01-28,17.3854
148540,2022-01-28,17.5467
135773,2022-01-28,33.1708
142517,2022-01-28,575.33
118834,2022-01-28,49.9187
122639,2022-01-28,55.2873
133322,2022-01-28,17.6755
147839,2022-01-28,34.0677
151234,2022-01-28,53.2689
128472,2022-01-28,25.8465
138291,2022-01-28,16.5582
145672,2022-01-28,24.173
116543,2022-01-28,39.7012
139847,2022-01-28,68.5462
120987,2022-01-28,45.9639
143256,2022-01-28,12.3002
137654,2022-01-28,65.7858
149012,2022-01-28,665.2184
124567,2022-01-28,55.5647
132198,2022-01-28,90.4557
146783,2022-01-28,27.5455
141234,2022-01-28,29.4178
115678,2022-01-28,63.3747
150345,2022-01-28,52.6172
127890,2022-01-28,41.0751
134567,2022-01-28,21.5204
121098,2022-01-28,12.4983
144321,2022-01-28,46.7384
136789,2022-01-28,24.7507
152167,2022-01-28,14.9307
118765,2022-01-28,67.7099
140987,2022-01-28,1378.6371
123456,2022-01-28,54.5877
138543,2022-01-28,75.9672
147210,2022-01-28,22.8853
129876,2022-01-28,44.19
153456,2022-01-28,51.9012
131234,2022-01-28,18.1931
154321,2022-01-28,24.7939
125497,2022-01-31,82.6201
119418,2022-01-31,17.3867
148540,2022-01-31,17.4803
135773,2022-01-31,32.9825
142517,2022-01-31,575.5908
118834,2022-01-31,49.7641
122639,2022-01-31,55.3924
133322,2022-01-31,17.8845
147839,2022-01-31,34.328
151234,2022-01-31,53.7009
128472,2022-01-31,25.3759
138291,2022-01-31,16.3353
145672,2022-01-31,24.7688
116543,2022-01-31,40.7554
139847,2022-01-31,67.7899
120987,2022-01-31,47.1829
143256,2022-01-31,12.158
137654,2022-01-31,67.4435
149012,2022-01-31,666.2251
124567,2022-01-31,55.5498
132198,2022-01-31,90.46
146783,2022-01-31,27.5001
141234,2022-01-31,29.5608
115678,2022-01-31,62.2323
150345,2022-01-31,52.0971
127890,2022-01-31,40.8648
134567,2022-01-31,21.6344
121098,2022-01-31,12.4452
136789,2022-01-31,24.7094
152167,2022-01-31,15.2361
118765,2022-01-31,68.9394
140987,2022-01-31,1381.3707
123456,2022-01-31,54.3972
138543,2022-01-31,76.1315
147210,2022-01-31,23.0157
129876,2022-01-31,43.7622
153456,2022-01-31,51.8534
131234,2022-01-31,18.0193
154321,2022-01-31,25.1798
125497,2022-02-01,81.7227
119418,2022-02-01,17.0654
148540,2022-02-01,17.5068
135773,2022-02-01,33.5955
142517,2022-02-01,575.5658
118834,2022-02-01,49.9411
122639,2022-02-01,55.3307
133322,2022-02-01,18.0446
147839,2022-02-01,34.3177
151234,2022-02-01,54.031
128472,2022-02-01,26.3239
138291,2022-02-01,16.2754
145672,2022-02-01,24.7092
116543,2022-02-01,41.1007
139847,2022-02-01,67.2449
120987,2022-02-01,47.4265
143256,2022-02-01,11.5652
137654,2022-02-01,66.9638
149012,2022-02-01,665.6964
124567,2022-02-01,55.3757
132198,2022-02-01,89.9902
146783,2022-02-01,27.4378
141234,2022-02-01,29.5453
150345,2022-02-01,49.8554
127890,2022-02-01,40.3376
134567,2022-02-01,21.9165
121098,2022-02-01,12.3533
144321,2022-02-01,46.6995
136789,2022-02-01,25.2428
152167,2022-02-01,14.8791
118765,2022-02-01,68.4512
140987,2022-02-01,1382.3797
123456,2022-02-01,54.3489
138543,2022-02-01,77.075
147210,2022-02-01,22.6458
129876,2022-02-01,45.027
153456,2022-02-01,51.3185
131234,2022-02-01,18.4981
154321,2022-02-01,25.2335
125497,2022-02-02,81.1365
119418,2022-02-02,17.8807
148540,2022-02-02,18.2188
135773,2022-02-02,33.2735
142517,2022-02-02,575.9413
118834,2022-02-02,50.0385
122639,2022-02-02,55.4939
133322,2022-02-02,18.325
147839,2022-02-02,34.35
151234,2022-02-02,53.6946
128472,2022-02-02,26.637
138291,2022-02-02,15.9574
145672,2022-02-02,24.8078
116543,2022-02-02,41.3287
139847,2022-02-02,67.2452
120987,2022-02-02,48.0193
137654,2022-02-02,68.4333
149012,2022-02-02,665.7456
124567,2022-02-02,55.3236
132198,2022-02-02,89.6738
146783,2022-02-02,27.6331
141234,2022-02-02,29.4968
115678,2022-02-02,62.3142
150345,2022-02-02,49.3632
127890,2022-02-02,40.0103
134567,2022-02-02,21.9255
121098,2022-02-02,12.191
144321,2022-02-02,46.0432
136789,2022-02-02,25.3545
152167,2022-02-02,14.9013
118765,2022-02-02,70.1055
140987,2022-02-02,1380.6195
123456,2022-02-02,54.482
138543,2022-02-02,77.4653
147210,2022-02-02,22.765
129876,2022-02-02,45.3376
153456,2022-02-02,51.7563
131234,2022-02-02,18.6464
154321,2022-02-02,25.8607
125497,2022-02-03,81.571
119418,2022-02-03,17.6016
148540,2022-02-03,18.6527
135773,2022-02-03,33.4809
142517,2022-02-03,575.2147
118834,2022-02-03,50.2826
122639,2022-02-03,55.7119
133322,2022-02-03,18.3814
147839,2022-02-03,34.5135
151234,2022-02-03,53.6376
128472,2022-02-03,25.8891
138291,2022-02-03,16.2498
145672,2022-02-03,24.5887
116543,2022-02-03,41.0069
139847,2022-02-03,68.4858
120987,2022-02-03,46.8349
143256,2022-02-03,11.2903
137654,2022-02-03,67.4669
149012,2022-02-03,666.2378
124567,2022-02-03,55.5932
146783,2022-02-03,27.6696
141234,2022-02-03,29.3092
115678,2022-02-03,61.5894
150345,2022-02-03,49.412
127890,2022-02-03,40.739
134567,2022-02-03,21.9157
121098,2022-02-03,12.1381
136789,2022-02-03,24.5374
152167,2022-02-03,14.9837
118765,2022-02-03,70.3066
140987,2022-02-03,1383.0582
123456,2022-02-03,54.6116
138543,2022-02-03,77.6226
147210,2022-02-03,23.2213
